id,speaker_state,speaker_first,speaker_last,speaker_party,speaking,created_at,updated_at,chamber,title,date,origin_url,number,order,volume,pages,bioguide_id,speaker_raw
61,MO,Kenny,Hulshof,R,"[""Mr. Speaker, this week is National Teacher Appreciation week and our attention is focused on education. As the elected Representative of Missouri's Ninth Congressional District, I have the distinct honor of representing sixteen colleges and universities, and a plethora of public and private schools which help prepare students to enter these educational institutions."", ""Mr. Speaker, I stand before you today to honor all of the hard working individuals who work in these educational institutions in central and northeastern Missouri. Each and every one deserves accolades for their role in providing excellence in education."", ""Today, however, I would like to point the national spotlight to highlight one of many devoted teachers who have dedicated their lives to provide quality education in Missouri's Ninth Congressional District."", ""Last month, Mr. Stan Taylor of Columbia, Missouri, stopped by my district office to request a congratulations letter be sent to his wife, Karen, on her retirement from the Columbia Public School system. Karen began teaching in 1961 in a rural, one room school house called East Center School in Kirksville, Missouri. She had the tremendous responsibility for teaching all grades, first through twelve, at East Center School."", ""In 1967, Karen began teaching within the Columbia Public School District, and for the last twenty years she has taught second grade elementary school at Rock Bridge Elementary School in Columbia, Missouri."", ""Mr. Speaker, as I learned of Karen's dedication to improve education in Missouri's Ninth District, I felt if befitting that I recognize her special efforts, and in doing so, I honor all of those like her who have dedicated their professional lives to help enhance the education of their students."", ""Not surprisingly, I do not stand alone in placing this honor. On May 22nd, the Missouri Teachers Association and more than 300 people--family, friends, colleagues and former students--will help celebrate Karen's educational efforts at Rock Bridge Elementary School during a reception to commemorate her retirement after twenty years of teaching in the Columbia Public School system."", ""Mr. Speaker, I would like to close with Mr. Taylor's words about his wife. He wrote that the most important lesson Karen stressed to her students was the power of knowledge through reading. Every day she would read to her students. It was her goal throughout her thirty year teaching career to encourage every student to become believers in the importance of reading. Thank-you Karen, for your devotion to your students and for providing excellent education for many generations of children. I stand here today to honor you and all those who share your commitment towards excellence in education. May we all celebrate National Teacher Appreciation Week with those who have given us the priceless gift of education.""]",2015-03-14 01:26:50.368961,2015-03-14 01:26:50.368961,House,``BELIEVERS IN READING'' HONORING KAREN TAYLOR AND NATIONAL TEACHER APPRECIATION WEEK,1999-05-05,http://origin.www.gpo.gov/fdsys/pkg/CREC-1999-05-05/html/CREC-1999-05-05-pt1-PgH2780.htm,64,1,145,H2780,H000948,mr. hulshof
62,MO,John,Ashcroft,R,"[""Mr. President, I strongly support and urge Congress to pass and President Clinton to sign the Affordable Education Act now pending before the Senate. I am pleased to be a cosponsor of this legislation."", ""Children presently are 25 percent of our population and 100 percent of the future. It is my fundamental belief that Congress should invest in the future by improving educational opportunities for students. This bill is part of a comprehensive strategy to give parents and local schools the resources needed to make the 21st century, the era in which educational excellence for all students is achieved."", ""For the past three years, Congress has passed legislation that provides tax incentives to help parents pay for the education of their children. But President Clinton has twice vetoed legislation that provided these incentives. Parents across America hope and trust that this time these tax incentives will be enacted into law."", ""A major feature of this bill is that it creates Educational Savings Accounts for K through 12 expenses. These ESAs allow parents to contribute up to $2,000 annually to an Educational Savings Account. The build-up of earnings within the account is tax-free if used for educational expenses, such as tuition, fees, tutoring, special needs services, books, computers, etc. The premise behind ESAs is that parents should have greater control over the education of their children. After all, who is in a better position to know what each child needs--a bureaucratic Washington government or the parents and teachers who see that child every day?"", ""This bill does more than just create Educational Savings Accounts. Included in this bill are other provisions that I have either supported or co-sponsored that:"", ""Provide tax incentives to help pay for college tuition;"", ""Provide tax exclusions for education assistance programs provided by employers;"", ""Revise the tax treatment of qualified state tuition programs to exclude from gross income any distributions used for higher education expenses;"", ""Allow a tax deduction of up to $2,500 per year of interest on education loans;"", ""Allow a limited tax credit for the donation of computers to schools, and extends from two to three years the age of computers that may be donated to schools; and"", ""Reduce the complexity of the arbitrage rules that currently govern the issuance of school bonds."", ""This bill provides more than $4.3 billion of education tax incentives for the next five years, and it gives more educational control to parents. Parents will be able to save more for the future education of their children."", ""This bill is just one part of an overall strategy to increase educational resources. Over the past five years Congress has increased overall educational spending by 40 percent, and Congress last year approved a budget that projects yet another 36 percent increase over the next four years. In the next few weeks Congress will take up legislation to reauthorize the Elementary and Secondary Education Act. I will be offering amendments to that bill that will:"", ""Channel federal aid in failing school districts to teaching the academic basics in order to raise student achievement levels;"", ""Provide funds for failing school districts to use in attracting and retaining highly qualified teachers; and"", ""Double the amount of federal aid for college costs for high achieving students in failing school districts."", ""For now, however, Congress should take the first step in expressing its commitment to improving education by passing the pending Affordable Education Act. I urge Senators to support this legislation.""]",2015-03-14 01:26:50.502056,2015-03-14 01:26:50.502056,Senate,AFFORDABLE EDUCATION ACT OF 1999--Continued,2000-03-02,http://origin.www.gpo.gov/fdsys/pkg/CREC-2000-03-02/html/CREC-2000-03-02-pt1-PgS1088.htm,22,206,146,S1088-S1111,A000356,mr. ashcroft
63,MO,Christopher,Bond,R,"[""Mr. President, as we start this 106th Congress, I think it is clear that education is going to be one of the top priorities we will address in this session of Congress. We are going to be working on the reauthorization of the Elementary and Secondary Education Act, and I believe all of us, on both sides, are saying that this is a national priority."", ""As my colleague from Massachusetts, Senator John Kerry, said in a speech that he made at Northeastern University, ``Ever since there has been a United States of America, there have been public schools. And there has been a constant debate about how to make them work.'' I know that since I was elected to the United States Senate 12 years ago I have listened and participated in the many debates on public education that have occurred in this institution. I have even had some ideas of my own on how to improve education--some of which have been passed by this body and signed into law."", ""My intentions, like those of my Senate colleagues--have been good intentions. We all share the same goal of providing our children with a great education. We have been trying to do the right thing."", ""Today, however, our good intentions have mushroomed into burdensome regulations, unfunded mandates, and unwanted meddling. Parents, teachers, and local school officials have less and less control over what happens in the classroom. Instead of empowering parents, teachers, and local school officials we have empowered the federal government and bureaucrats. We have slowly eroded the opportunity for creativity and innovation on the local level and have once again established a system where supposedly the Olympians on the hill know what is best for the peasants in the valley."", ""Mr. President, let me give you some examples of what our good intentions have gotten us."", ""We have 760 education programs scattered throughout 39 different federal agencies. Vice President Gore's National Performance Review said that the Department of Education's discretionary grant process lasts 26 weeks and takes 487 steps from start to finish. The General Accounting Office has estimated that there are nearly 13,400 full-time jobs in the 50 states funded by the Department of Education with an additional 4,600 direct Department of Education employees."", ""We have teachers being taken off the task of teaching, preparing lesson plans, taking on after school student activities, etc. and instead are researching for grant opportunities, reading regulations, preparing applications, filling out paperwork requirements, complying with cumbersome rules, and reporting on how they spend the federal money received. Or we have teachers and administrators deciding that the extra federal money is not worth the time and effort that it will take to get and comply with that they do not even bother to go through the process."", ""Most of us are now aware of the Third International Mathematics and Science Study, released last year by the National Center for Education Statistics, that ranked American senior high school students 19th out of 21 industrialized nations in math, and 16th out of the same 21 countries in science. In addition, 40 percent of our Nation's fourth graders do not read at even a basic level. Colleges across this country are spending over $1 billion a year in remedial education."", ""Is this acceptable? Are we satisfied with the status quo? The answer should be--must be--an unequivocal NO."", ""In our business we pay a lot of attention to polls. For several years, the polls across the country have been telling us that we have a problem with public education. This is not new news and the question remains the same: How do we fix public education?"", ""Mr. President, before I provide my answer to that question I want to take this opportunity to read from an editorial from a home-state newspaper, the Southeast Missourian."", ""Nearly a decade ago, then-President Bush and the nation's governors set a series of goals for America's schoolchildren in reading, math, graduation rates and other measures. But the national education goals panel says the nation's public schools will fall short of the goals for 2000. We can only hope these continued failures to improve education will result in a overthrow of the so-called experts. These are the people, usually far removed from the classroom, who embrace quick fixes and fads in the face of each hand-wringing report. Unfortunately, the fixes make the problems worse. What's needed is to return America's schools back to the basics and back to local teachers, administrators, school boards, and parents. Without a foundation in the basics, the rest of education just won't take. We must take so-called remedies out of the hands of the federal government. National mandates are meaningless for America's schools. The problem must be addressed one district and one school at a time. Why not let classroom teachers-- instead of bureaucrats and politicians--fashion a plan to improve learning in the classroom? Give more control to the local districts in building reading retention, math skills and graduation rates?"", ""Mr. President, the editorial goes on, but it ends with the following:"", ""The answer to fixing America's educational woes rests with individual school boards and passionate educators. The bureaucrats must reduce the red tape and mandates that are strangling our schools. Give those who know best the time, talent and incentives to finally fix public education."", ""I agree with the Southeast Missourian. The answer to improving public education does not lie within the halls of Congress or in the granite buildings of the downtown Washington education establishment. As the editorial stated, we are ``far removed from the classroom.''"", ""In my opinion, the real solutions--the laboratories--are local schools when they are given the opportunity to excel and not play the ``Mother, May I?'' game with Washington."", ""Here in Congress we must not be afraid to propose change. But in proposing change we must go directly to those who can provide some answers--the teachers, principals, school administrators, school board members, and parents."", ""For the past couple of years, I have done just that and have developed in conjunction with them the ``Direct Check for Education Act."", ""Quite simply, the purpose of this bill is to consolidate six, primarily competitive grant programs of the Department of Education's programs. The programs are Goals 2000, School-to-Work, Education Technology, Innovative Education Program Strategies, Fund for the Improvement of Education, and the President's 100,000 teachers program. The bill then proposes to return the federal funding by issuing a ``Direct Check'' to the local school district based on the number of students in each district. The result would be a resource of flexible funding that would allow individual schools and parents to determine how best to use the funds, including the hiring of new teachers, additional classrooms, new textbooks, expanded technology initiatives, drug and alcohol prevention programs, etc. The list goes on and on."", ""My ``Direct Check'' proposal is not the ``save-all'' answer. But the ``Direct Check'' will reduce the costly and time-consuming paperwork process that local school districts endure in obtaining federal grants and funding. It will treat children and schools the same by awarding funding to schools based upon the students served instead of rewarding some and penalizing others. My ``Direct Check for Education'' is a first step in simplifying and going ``back to the basics'' of education."", ""Mr. President, there will be those in the Washington education establishment who will oppose this bill. Instead of finding ways to empower those at the local level the opposition will argue that we need even more federal programs, more bureaucracy, more micro management of the classroom."", ""I believe the bottom line is this: Education, while a national priority, is a local responsibility. We must empower parents, teachers, school administrators, school boards, etc. because education decisions can best be made by people at the local schools who know the names and the challenges facing the students in those schools."", ""Let's keep things simple. Let's take off the Federal stranglehold and let local school districts do their jobs. Let's educate our children for a lifetime of achievement."", ""We have burdened it with excessive regulations and red tape. We have once again established a system where supposedly the ``olympians'' on the Hill know what is best for the ``peasants'' in the valley."", ""I agree with my colleagues on both sides of the aisle: Education is and must be a national priority. But the good intentions that we have had in this body have led to the creation of more than 760 Federal education programs. Has that made education better? I don't think so. We added three more last year. And now we gather that the President is going to come up with a grand new Federal scheme. How many people really believe that the 764th Federal education program is going to assure that our kids can read? Is it going to assure that we get our high school students out of the 19th place out of 21 in terms of mathematics? I don't believe so."", ""Our system is not working. If you want to know how well it is working, go back home. Ask the teachers in your local school district. Ask the principals in your local school district. Ask the parents at home. Ask the school board members. If you do that, I believe you will hear what I have heard, time and time again: They are tired of playing ``Mother, May I?'' with the Federal Government. They are tired of spending the time to fill out the forms for the grants, to comply and jump through the hoops that the Federal Government sets out for them, to write the reports and fill out the evaluation forms that are needed, only to have a competitive grant program run out at the end of 3 years. They are tired of playing ``Mother, May I?'' with the Federal Government."", ""We have an opportunity to do something that I think is very significant. Instead of going down the road that is going to be proposed of another new Federal program, we ought to take the remedies out of the hands of the Federal Government. National mandates are meaningless for American schools. The problems must be addressed one school district, one school, at a time. Why not let classroom teachers, the parents, the administrators--instead of bureaucrats and politicians--make the decisions on how to improve the education in their school districts? Give more control back to local districts and let them build reading retention, math skills, and improve graduation rates."", ""Mr. President, I am today introducing a bill we call the direct check for education bill. It takes six of the major Federal competitive grant programs--Goals 2000, School-to-Work, Education Technology, Innovative Education Program Strategies, the Fund for the Improvement of Education, and the President's 100,000 teachers program--and puts them into a pool. That pool is to be divided on the basis of the students--K through 12--on average daily attendance. And it is to be returned to those local school districts on the basis of the number of students they have. Very simple. Cut the Federal red tape. Let them use those education dollars."", ""It starts off with a $3.5-million authorization, because we want to allow schools that already have competitive grants of multiyear tenure to complete those grants. At the end it will rise to $5 billion. It should come out to about $100 per student in every school--and turn the job back to the local schools, the parents, the teachers, the school board members, the administrators."", ""There are those who oppose this approach. They argue that we need even more Federal control. But as I said at the beginning, while it is a national priority, education must be returned to the local school districts as a local responsibility, to empower the people who know the names of the kids, their problems, their challenges, and their opportunities, to make the decision."", ""Let's keep things simple. Let's take off the Federal stranglehold. Let's let local schools do their jobs. Let's educate our children for a lifetime of achievement. Ask your teachers, your principals, your superintendents, your school board members; and then I ask my colleagues to join me in cosponsoring this legislation that Senator Ashcroft and I are introducing today."", ""Mr. President, I ask unanimous consent that the text of the bill and common questions about the direct check for education bill be printed in the Record.""]",2015-03-14 01:26:50.650168,2015-03-14 01:26:50.650168,Senate,STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS,1999-01-19,http://origin.www.gpo.gov/fdsys/pkg/CREC-1999-01-19/html/CREC-1999-01-19-pt1-PgS345-2.htm,8,158,145,S345-S470,B000611,mr. bond
64,MO,Todd,Akin,R,"[""Of course, that whole discussion suggests the Founders were a little smarter than we gave them credit for. There is nothing in the Constitution that justifies the creation of a Federal Department of Education in the first place. It was, I think, more of a concession to the NEA teachers union. And I am not sure if they got a very good deal anyway.""]",2015-03-14 01:26:50.812277,2015-03-14 01:26:50.812277,House,A REDUCED ROLE FOR THE FEDERAL GOVERNMENT IS NEEDED,2010-02-03,http://origin.www.gpo.gov/fdsys/pkg/CREC-2010-02-03/html/CREC-2010-02-03-pt1-PgH546.htm,16,42,156,H546-H552,A000358,mr. akin
65,MO,Blaine,Luetkemeyer,R,"[""Madam Speaker, I rise today in support of the recently passed House Resolution 1383 honoring Dr. Larry Case for his 26 years of service as National FFA Advisor."", ""On January 1, 2011, Dr. Case will retire after 26 years as National FFA Advisor at the U.S. Department of Education. Dr. Case, a Missouri native and former high school agricultural education instructor, earned his bachelor's degree, master's degree, and doctorate from the University of Missouri and has since served in numerous positions including CEO and chairman of the board of the National FFA organization, chairman of the board for the National Postsecondary Student Organization, and national advisor to the National Young Farmer Education Association."", ""Dr. Case has made a significant personal impact on the lives of hundreds of thousands of present and former FFA members. During his tenure as National FFA Advisor, the organization saw tremendous growth in both membership and educational innovation. As an advisor, executive officer, and chairman of the board of directors of the National FFA Organization, Dr. Case has been a national leader in secondary, postsecondary, and adult instructional programs relating to agriculture."", ""As a Missouri farmer I have a special appreciation for Dr. Larry Case's commitment to agriculture and his exemplary efforts to highlight the importance of agricultural education in our state and nation."", ""I congratulate Dr. Case on his outstanding service to agriculture and to our nation.""]",2015-03-14 01:26:50.956408,2015-03-14 01:26:50.956408,Extensions,IN SUPPORT OF H. RES. 1383 HONORING DR. LARRY CASE,2010-06-16,http://origin.www.gpo.gov/fdsys/pkg/CREC-2010-06-16/html/CREC-2010-06-16-pt1-PgE1116-2.htm,90,0,156,E1116,L000569,mr. luetkemeyer
66,MO,Todd,Akin,R,"[""Well, my understanding, though, is, gentleman, that they had money, at least in the version that came from the House, for millions of dollars for education on sexually transmitted diseases. Now, that's a totally different definition of stimulus, isn't it? How does that help us to get jobs in the economy?""]",2015-03-14 01:26:51.080497,2015-03-14 01:26:51.080497,House,CONDITIONS IN THE ECONOMY,2009-02-11,http://origin.www.gpo.gov/fdsys/pkg/CREC-2009-02-11/html/CREC-2009-02-11-pt1-PgH1214-2.htm,28,61,155,H1214-H1222,A000358,mr. akin
67,MO,Todd,Akin,R,"[""Wait a minute. Reclaiming my time, you are starting to blow my circuits. You are saying that a Congressman on this floor, the head of the Education Committee now, says that this government loan program is not going to cost us a dime?""]",2015-03-14 01:26:51.212591,2015-03-14 01:26:51.212591,House,HEALTH CARE,2009-09-23,http://origin.www.gpo.gov/fdsys/pkg/CREC-2009-09-23/html/CREC-2009-09-23-pt1-PgH9875-5.htm,135,34,155,H9875-H9882,A000358,mr. akin
68,MO,Ike,Skelton,D,"[""Mr. Speaker, it is my privilege to yield 5 minutes to my friend from California, the gentleman who is also the chairman of the Education and Labor Committee, Mr. Miller."", ""(Mr. GEORGE MILLER of California asked and was given permission to revise and extend his remarks.)""]",2015-03-14 01:26:51.335679,2015-03-14 01:26:51.335679,House,IRAQ WAR RESOLUTION,2007-02-16,http://origin.www.gpo.gov/fdsys/pkg/CREC-2007-02-16/html/CREC-2007-02-16-pt1-PgH1793-7.htm,30,108,153,H1793-H1847,S000465,mr. skelton
69,MO,Ike,Skelton,D,"[""Mr. Speaker, it is with deep sadness that I inform the House of the death of the Most Reverend Bishop Michael F. McAuliffe of Jefferson City, MO."", ""McAuliffe was born on November 22, 1920, in Kansas City, Kansas, son of John and Bridget McAuliffe. His education included the St. John High School Seminary in Kansas City, St Louis' Preparatory Seminary and the Theological College of Catholic University of America in Washington, DC. On May 31, 1945, he was ordained a priest. In 1954, he earned a doctorate in Sacred Theology."", ""He served many parishes and education assignments. One of these assignments was superintendent of the diocesan schools in the Kansas City area. On July 2, 1969, Pope Paul VI appointed McAuliffe as the second Bishop of Jefferson City. He served in this position for 28 years. During his tenure, he had an active interest in parochial education. Approximately 13 years ago, he started the Diocesan Excellence in Education Fund."", ""McAuliffe retired in 1995, at age 75, but remained the bishop until Pope John Paul II appointed the current bishop in 1997."", ""Mr. Speaker, the Most Reverend Bishop Michael McAuliffe was a valuable leader in both the church and his community. I know the members of the House will join me in extending heartfelt condolences to his friends and family.""]",2015-03-14 01:26:51.460768,2015-03-14 01:26:51.460768,Extensions,IN MEMORY OF THE MOST REVEREND BISHOP MICHAEL F. McAULIFFE,2006-02-15,http://origin.www.gpo.gov/fdsys/pkg/CREC-2006-02-15/html/CREC-2006-02-15-pt1-PgE158.htm,19,0,152,E158,S000465,mr. skelton
70,MO,James,Talent,R,"[""Mr. President, I ask unanimous consent that the Committee on Health, Education, Labor and Pensions be authorized to meet during the session of the Senate on Wednesday, March 1, 2006 at 3 p.m. for a hearing on ``Fighting the AIDS Epidemic of Today: Reauthorizing the Ryan White CARE Act.''""]",2015-03-14 01:26:51.580825,2015-03-14 01:26:51.580825,Senate,AUTHORITY FOR COMMITTEES TO MEET,2006-03-01,http://origin.www.gpo.gov/fdsys/pkg/CREC-2006-03-01/html/CREC-2006-03-01-pt1-PgS1585.htm,24,8,152,S1585-S1586,T000024,mr. talent
71,MO,Russ,Carnahan,D,"[""Madam Speaker, despite rising college tuition costs and rigid standards of the so-called No Child Left Behind Act, the Republican budget makes the largest cuts to education in 10 years."", ""It cuts $15 billion from education that was promised: 3.7 million children in our country will be denied help with reading and math; 2 million will be denied after-school programs that offer a safe place to play and learn. But the majority does not stop with just broken promises."", ""Their budget eliminates funding for Safe and Drug-Free Schools, eliminates funding for vocational education, eliminates programs that help ensure high-risk students can attend college, and eliminates 36 programs that help teachers and students succeed. They drastically cut Pell Grants and Perkins loans that American families need to help afford college."", ""Republicans are risking our children's future to pay for more tax breaks for the wealthy few. The promise to our children's education must be kept. This budget must be rejected.""]",2015-03-14 01:26:51.701918,2015-03-14 01:26:51.701918,House,PRESIDENT'S BUDGET CUTTING OUR CHILDREN'S EDUCATIONAL OPPORTUNITIES,2006-04-05,http://origin.www.gpo.gov/fdsys/pkg/CREC-2006-04-05/html/CREC-2006-04-05-pt1-PgH1458.htm,42,1,152,H1458,C001060,mr. carnahan
72,MO,Sam,Graves,R,"[""Mr. Speaker, I proudly pause to recognize Cheryl Hale of Saint Joseph, Missouri. Cheryl has enjoyed a successful banking career spanning 28 years and has been chosen to receive the YWCA Women of Excellence Award for Women in the Workplace."", ""Cheryl truly built her career from the ground up. At the age of 22, Cheryl already had a family to support, yet she had little education and experience. She took the initiative and obtained her General Education Degree. She then took her first job working as a bookkeeper, while she began taking college classes at night. In 1990, Cheryl graduated Summa Cum Laude from Missouri Western State College with a degree in Business Administration."", ""As a member of the community, Cheryl has been a major advocate of the ``Profit in Education'' program. She has audited books for several Parents and Teachers Association's in the area, and served on the boards of Band Boosters and The Coalition for Achievement. Currently, she serves on the Clarence J. Carpenter Memorial Fund Board and is very active in the Pony Express Chapter of the American Business Women's Association."", ""Mr. Speaker, I proudly ask you to join me in recognizing Cheryl Hale. Her commitment to education, business, and the community are truly remarkable. I am honored to represent her in the United States Congress.""]",2015-03-14 01:26:51.802010,2015-03-14 01:26:51.802010,Extensions,RECOGNIZING CHERYL HALE,2006-07-27,http://origin.www.gpo.gov/fdsys/pkg/CREC-2006-07-27/html/CREC-2006-07-27-pt1-PgE1560.htm,101,0,152,E1560,G000546,mr. graves
73,MO,Christopher,Bond,R,"[""Mr. President, I ask unanimous consent that the Committee on Health, Education, Labor, and Pensions, Subcommittee on Employment and Workplace Safety, be authorized to hold a hearing during the session of the Senate on Wednesday, October 19th, at 2 p.m. in SD-430.""]",2015-03-14 01:26:51.925070,2015-03-14 01:26:51.925070,Senate,AUTHORITY FOR COMMITTEES TO MEET,2005-10-19,http://origin.www.gpo.gov/fdsys/pkg/CREC-2005-10-19/html/CREC-2005-10-19-pt1-PgS11594-2.htm,133,8,151,S11594-S11595,B000611,mr. bond
74,MO,Christopher,Bond,R,"[""Mr. President, I ask unanimous consent that the Committee on Health, Education, Labor, and Pensions be authorized to meet for a hearing on Howard Radzely, of Maryland, to be Solicitor for the Department of Labor during the session of the Senate on Tuesday, July 29, 2003, at 10 a.m., in SD-430.""]",2015-03-14 01:26:52.058193,2015-03-14 01:26:52.058193,Senate,AUTHORITY FOR COMMITTEES TO MEET,2003-07-29,http://origin.www.gpo.gov/fdsys/pkg/CREC-2003-07-29/html/CREC-2003-07-29-pt1-PgS10165.htm,114,12,149,S10165-S10166,B000611,mr. bond
75,MO,Roy,Blunt,R,"[""The Committee on Energy and Commerce marked up the bill last week. The Committee on Education and the Workforce and the Committee on Ways and Means will do their markup this week. It is likely that we will have the welfare reform bill the week after next.""]",2015-03-14 01:26:52.180280,2015-03-14 01:26:52.180280,House,LEGISLATIVE PROGRAM,2002-05-02,http://origin.www.gpo.gov/fdsys/pkg/CREC-2002-05-02/html/CREC-2002-05-02-pt1-PgH2090-3.htm,53,12,148,H2090,B000575,mr. blunt
76,MO,Kenny,Hulshof,R,"[""Mr. Speaker, I move to suspend the rules and pass the bill (H.R. 5203) to provide that the education savings incentives of the Economic Growth and Tax Relief Reconciliation Act of 2001 shall be permanent, and for other purposes, as amended.""]",2015-03-14 01:26:52.302367,2015-03-14 01:26:52.302367,House,EDUCATION SAVINGS AND SCHOOL EXCELLENCE PERMANENCE ACT OF 2002,2002-09-04,http://origin.www.gpo.gov/fdsys/pkg/CREC-2002-09-04/html/CREC-2002-09-04-pt1-PgH6022.htm,110,0,148,H6022-H6028,H000948,mr. hulshof
77,MO,Todd,Akin,R,"[""Mr. Speaker, I rise today in recognition of the ``Teachers of the Year'' selected in the Second Congressional District of Missouri for their outstanding efforts to educate our children."", ""A quality education is critical to a child's future. Without good education, a child has no future. Together with parenting and faith, education literally defines a child's future. Among all school-based factors, teacher quality is the most important; that some teachers are much more effective than others with similar students; and that teacher quality may specially affect the achievement of disadvantaged students."", ""The teachers I rise to commend here today are individuals who have made and are making a difference in the lives of children and in their communities. Quality teachers provide experience, patience, diligence and understanding to the classroom."", ""In conjunction with National Teacher Appreciation Day, I would like to commend the following teachers who have been recognized by their colleagues for their contributions to education."", ""Michele Cash, Becky Henkey, Donna McCarrison, Bev Lamunion, Kim Nelson, Molly Hamer, Luanne Heggs, Dave Spies, Vicki Readenour, Michelle Dawson, Dusty Wall, Sandi Lauer, Brenda Kaiser, Sharon O'Donnell, Ray Zahra, Mary Duchek, and Sue Frain.""]",2015-03-14 01:26:52.424431,2015-03-14 01:26:52.424431,Extensions,MISSOURI TEACHERS OF THE YEAR,2001-05-08,http://origin.www.gpo.gov/fdsys/pkg/CREC-2001-05-08/html/CREC-2001-05-08-pt1-PgE757-2.htm,62,0,147,E757,A000358,mr. akin
78,MO,William,Clay,D,"[""Mr. Chairman, I rise in opposition to the amendment being offered by the gentleman from Texas (Mr. Armey). At a time when public schools are struggling to rebuild antiquated and crumbling school facilities and deal with a record enrollment of over 52 million students, we should not be considering proposals that divert scarce taxpayer dollars from our public school systems to subsidize private and religious schools."", ""While school vouchers may benefit a small minority of children who have the option of attending a private or parochial school, school vouchers will ultimately condemn the vast majority of our children to an inferior education as a result of the shift in tax dollars from public education to private."", ""This voucher proposal provides a select few a way out of the public school system while abandoning the vast majority of our children to underfunded and overcrowded schools. The hardest hit will be low-income, inner-city children who are already suffering from a lack of quality educational opportunity."", ""Rather than defunding public schools, we need to be reinvesting in public schools. Our children's future success in the Information Age will depend on their ability to receive a quality education, and school vouchers are a nonanswer to that challenge."", ""School vouchers are an attack against public education and an attack against our children. I strongly urge all of my colleagues to vote against this amendment.""]",2015-03-14 01:26:52.534533,2015-03-14 01:26:52.534533,House,NO CHILD LEFT BEHIND ACT OF 2001,2001-05-23,http://origin.www.gpo.gov/fdsys/pkg/CREC-2001-05-23/html/CREC-2001-05-23-pt1-PgH2590-2.htm,72,23,147,H2590-H2611,C001049,mr. clay
79,MO,Roy,Blunt,R,"[""Mr. Speaker, we are here today taking a step toward revising the tax system and revising the tax philosophy that has too long been headed in the other direction. We are here today to decide that American families can spend their money better than the Government can spend their money."", ""The only bad news in the bill for working families today is it is going to be 6 months before they begin to see what really happens when they have their money back instead of the Government having that money."", ""A $500-per-child tax credit means to a family of three, a working family of three, $125 every month that the Government has been spending that they can now start spending next year. It is going to make a difference."", ""This bill will make a difference as we work to make education more affordable. Vocational education, college education, $5,000 in tax credits over 4 years of college; tax savings accounts, education savings accounts that are going to be tax free, that allow families to save for college. We will not be taxing the interest on student loans any more."", ""This is a great day for American families, Mr. Speaker.""]",2015-03-14 01:26:52.646612,2015-03-14 01:26:52.646612,House,TODAY MARKS A START IN REVISING TAX SYSTEM AND TAX PHILOSOPHY IN UNITED STATES,1997-07-31,http://origin.www.gpo.gov/fdsys/pkg/CREC-1997-07-31/html/CREC-1997-07-31-pt1-PgH6622-2.htm,111,1,143,H6622,B000575,mr. blunt
80,MO,William,Clay,D,"[""Madam Speaker, the gentleman is speaking about bipartisanism and he has had a frontal attack on the former chairman of this committee, Bill Ford, who has had an outstanding record of supporting education in this committee, and I do not know how the gentleman can stand there----""]",2015-03-14 01:26:52.768700,2015-03-14 01:26:52.768700,House,EMERGENCY STUDENT LOAN CONSOLIDATION ACT OF 1997,1997-10-21,http://origin.www.gpo.gov/fdsys/pkg/CREC-1997-10-21/html/CREC-1997-10-21-pt1-PgH8845-3.htm,142,93,143,H8845-H8850,C000488,mr. clay
81,MO,John,Ashcroft,R,"[""Mr. President, it is the thrust of this amendment that if you are on welfare and you have not completed your high school diploma the best way to get a job and keep a job is to achieve a level of education that our society expects of all adults, and that is a high school education."", ""So this amendment would allow States to require individuals to get a high school education or its equivalent. This amendment is permissive, and it states that if you are a 20- to 50-year-old welfare recipient who does not have a high school diploma, you must begin working toward attaining a high school diploma or a GED as a condition of receiving benefits. An exception is made for people who are not capable."", ""Job training will not equip welfare recipients to work if they have not achieved the basic and fundamental proficiency in education skills. How can we expect to train someone to work as a cashier if they cannot add, subtract, multiply, or divide?"", ""The facts are indisputable. A person over 18 without a high school diploma averages $12,800 in earnings; with a high school diploma, averages $18,700 in earnings. Mr. President, $6,000 is the difference between dependence and independence; between welfare and work."", ""This is permissive to the States.""]",2015-03-14 01:26:52.891788,2015-03-14 01:26:52.891788,Senate,RECESS,1996-07-23,http://origin.www.gpo.gov/fdsys/pkg/CREC-1996-07-23/html/CREC-1996-07-23-pt1-PgS8501.htm,109,54,142,S8501-S8532,A000356,mr. ashcroft
